tot_balance,avg_bal_cards,credit_age,credit_age_good_account,credit_card_age,num_acc_30d_past_due_12_months,num_acc_30d_past_due_6_months,num_mortgage_currently_past_due,tot_amount_currently_past_due,num_inq_12_month,num_card_inq_24_month,num_card_12_month,num_auto_ 36_month,uti_open_card,pct_over_50_uti,uti_max_credit_line,pct_card_over_50_uti,ind_XYZ,rep_income,rep_education,Def_ind
60992.32003,9150.700559,197,105,179,2,1,0,7300.361522,2,4,1,1,0.608451635,0.749871315,0.541375535,0.637720798,0,143778.0424,college,1
129410.7958,15784.961,242,153,245,0,0,0,0,0,0,0,0,0.32420691,0.451608441,0.318176468,0.371769163,0,142926.0965,college,0
112972.4306,9974.099048,190,111,180,0,0,0,0,0,0,0,0,0.596558306,0.660851787,0.554606026,0.585939146,1,190912.6971,college,0
99037.8277,12443.80231,355,172,358,0,0,0,0,1,1,1,1,0.572167629,0.562487046,0.454065949,0.583720073,0,124982.1561,high_school,0
158945.9284,18562.96056,242,127,291,0,0,0,0,0,0,1,0,0.50083065,0.497050546,0.48637452,0.504858947,0,145990.3286,college,1
106517.0502,9584.182529,215,45,191,0,0,0,0,2,6,0,0,0.630054871,0.495817446,0.716122828,0.641457517,0,212013.977,college,0
124254.6591,12492.46382,335,139,391,0,0,0,0,1,2,1,0,0.57775855,0.574995443,0.401560451,0.637373334,0,129473.8087,high_school,0
78938.33258,8418.15467,304,116,335,0,0,0,0,0,0,2,0,0.405240431,0.460817975,0.340635652,0.346606005,0,203115.5372,college,0
126582.9081,14866.05819,160,40,157,1,0,0,0,0,0,1,0,0.547451875,0.656383688,0.396535108,0.657422618,1,123042.4628,college,0
106322.2063,11603.4517,325,157,282,0,0,0,0,0,0,1,1,0.657599859,0.471752336,0.600110645,0.768552542,1,195153.0354,college,1
132151.0346,12465.33016,322,167,286,0,0,0,0,0,0,0,0,0.423810598,0.539184505,0.27200629,0.553132986,0,180459.8484,college,0
164689.3165,15259.57427,258,148,209,0,0,0,0,0,0,0,0,0.601932944,0.831427191,0.576290309,0.55697168,0,197915.8343,high_school,0
103088.0737,12623.29159,341,200,381,0,0,0,0,2,3,0,0,0.347033602,0.484585595,0.377012774,0.325167926,0,207056.6318,high_school,0
148076.8505,13358.22109,362,162,296,0,0,0,0,4,5,1,0,0.574082587,0.535479178,0.623549989,0.696255269,1,153469.7263,high_school,0
90519.20183,11391.25994,303,168,344,0,0,0,0,0,0,0,1,0.488767613,0.533831779,0.433267251,0.494635701,0,126825.5462,college,0
100274.2643,8932.87518,256,134,284,0,0,0,0,0,0,0,0,0.470175486,0.514599932,0.414237098,0.567100189,0,199866.778,college,0
91246.45697,9513.326147,321,162,351,0,0,0,0,0,0,0,0,0.489833014,0.560843674,0.571236085,0.481817546,0,200028.1677,college,0
111540.6858,15463.34421,380,177,378,1,0,0,5964.274542,0,2,0,0,0.705620349,0.55854613,0.663479689,0.735401402,0,200548.5042,college,0
99233.9597,10110.87531,192,112,254,0,0,0,0,0,0,1,0,0.492093356,0.585922807,0.444734607,0.583704178,0,180296.0603,high_school,0
89435.5213,11014.67052,444,212,444,0,0,0,0,0,1,0,0,0.484743486,0.418334094,0.429757675,0.469709315,0,98425.70479,college,0
97964.57853,15057.11073,275,171,309,0,0,0,0,0,0,0,0,0.488886807,0.584683404,0.483082243,0.563265935,0,149423.1649,high_school,0
75636.40361,7683.818651,247,171,333,2,1,1,6549.153322,0,0,0,0,0.431483253,0.66135658,0.612044194,0.577829003,0,159013.3573,college,0
100416.315,11206.79835,242,166,187,1,0,0,0,0,2,0,0,0.412004791,0.453223736,0.504893117,0.527361386,0,115410.4567,college,0
129968.5871,11277.08587,360,171,382,0,0,0,0,0,0,1,0,0.37424265,0.500523076,0.446481904,0.443466919,1,168698.1214,high_school,0
101955.7641,12723.42303,297,196,262,0,0,0,0,0,0,1,0,0.472509155,0.422078621,0.283025002,0.64425381,0,133843.7732,graduate,0
125259.5851,11622.56495,257,147,222,0,0,0,0,0,0,1,0,0.488475824,0.455107194,0.373124756,0.597915231,0,116444.4914,college,0
101340.8519,10859.04723,199,149,211,0,0,0,0,0,0,0,1,0.538078453,0.517919457,0.491119561,0.53986649,0,155303.9672,high_school,1
151754.0108,17685.95863,255,165,209,0,0,0,0,2,6,0,0,0.455653026,0.504417438,0.461605558,0.541117014,0,,high_school,0
79795.73487,9781.218196,415,182,363,0,0,0,0,4,8,0,1,0.453771825,0.45846659,0.424926662,0.611975309,0,,college,0
64297.85021,9957.279021,286,161,293,0,0,0,0,3,4,0,0,0.645264063,0.615276773,0.762346452,0.83774134,0,154723.761,college,0
72820.76995,12984.60647,414,228,342,1,1,0,5891.634795,1,0,0,0,0.469007604,0.49634732,0.370395036,0.501840845,1,139649.4196,graduate,0
84644.23931,10296.71607,247,121,242,0,0,0,0,0,1,0,0,0.397273983,0.449751086,0.402059411,0.449305153,0,186341.117,college,0
115661.136,11546.72798,312,164,251,0,0,0,0,0,0,0,0,0.435921343,0.552356545,0.571105549,0.39206365,0,191976.4463,college,0
132562.0453,15063.50315,365,147,358,0,0,0,0,0,0,0,0,0.456046095,0.578187661,0.455764597,0.487654209,0,156787.9387,college,1
144936.0126,16208.96076,164,87,204,0,0,0,0,0,0,0,0,0.560040195,0.583218628,0.583679953,0.596927541,0,214474.1933,college,0
146377.0716,20455.43886,113,97,186,0,0,0,0,0,0,1,0,0.414236095,0.348554361,0.520702402,0.421536145,1,192393.7346,college,1
87361.20523,9299.216975,272,205,256,0,0,0,0,0,0,0,0,0.424995555,0.413928274,0.532515814,0.42832712,0,117456.6343,college,0
108638.0514,13700.91137,226,113,246,0,0,0,0,0,0,0,0,0.559411973,0.48975313,0.504177999,0.482324161,0,217524.8588,college,0
128212.7306,12397.15342,349,177,319,1,0,0,1619.550499,0,0,0,0,0.472483577,0.445624092,0.565764284,0.671022578,0,159753.1816,college,0
146278.9021,15689.08154,311,134,274,0,0,0,0,0,0,0,0,0.629030126,0.553788809,0.592356219,0.589619831,1,200020.0649,college,0
146975.5451,13799.8038,183,91,213,0,0,0,0,0,0,0,0,0.581151578,0.534648523,0.357523374,0.477478239,1,180250.025,college,0
73771.71148,10224.28451,284,154,305,0,0,0,0,0,0,0,0,0.513710714,0.609576453,0.599479821,0.626705689,0,120132.5641,college,0
120322.5056,11299.90753,299,177,248,0,0,0,0,0,0,0,0,0.488264375,0.527407012,0.409032839,0.46372166,0,190179.4183,college,0
101368.7289,11543.86333,340,168,310,0,0,0,0,0,0,0,0,0.587798746,0.500061815,0.603845672,0.483227193,0,132148.09,college,0
69011.30905,8445.16165,173,128,182,1,0,0,5019.74467,1,3,0,0,0.512459134,0.511874643,0.506091817,0.49200892,0,157049.881,high_school,0
125435.8551,15762.05532,274,175,238,0,0,0,0,0,0,0,0,0.408291671,0.410842721,0.384134567,0.535386532,0,176620.3029,graduate,0
101183.1067,13316.91768,304,157,327,0,0,0,0,0,0,1,0,0.23224508,0.284885179,0.176935042,0.473654806,0,174985.27,college,0
146690.6286,15049.35738,262,138,285,5,2,1,35000,0,0,1,0,0.469964338,0.534166799,0.329698637,0.658808986,0,162082.2746,college,0
136764.5177,14263.76346,288,147,318,0,0,0,0,2,3,0,0,0.640630615,0.672115953,0.641045586,0.764839833,0,193664.8007,college,0
126151.7539,14030.30064,262,207,261,0,0,0,0,0,0,0,0,0.382044501,0.379641926,0.431190168,0.453258196,0,160107.5746,high_school,0
82850.65748,10721.3997,428,227,361,0,0,0,0,0,0,0,0,0.48471642,0.382732973,0.404476312,0.469861376,0,184951.9535,high_school,0
137653.284,17178.40186,270,116,243,0,0,0,0,0,0,1,0,0.550967895,0.56645541,0.686074942,0.529127609,0,234895.4605,high_school,1
115323.8377,12465.8489,197,102,205,0,0,0,0,1,0,0,0,0.541201737,0.449125748,0.489987467,0.530167308,0,152458.7144,college,0
102592.7631,12850.66133,172,126,206,1,0,0,648.2958617,1,0,0,0,0.473035267,0.423568877,0.228009537,0.55238252,0,170496.3275,college,0
118500.5177,11163.57938,283,129,331,0,0,0,0,3,3,0,0,0.528551881,0.555257378,0.466343978,0.619462372,0,127017.6138,graduate,0
118182.1271,13651.67721,274,140,267,0,0,0,0,1,2,0,0,0.42818335,0.440572391,0.323676275,0.584860431,1,126242.3624,college,0
121883.7243,13699.63876,258,114,241,1,1,0,1441.484637,2,2,1,1,0.44977027,0.421969836,0.47895058,0.521494248,0,145689.4238,college,0
108860.4998,15705.14934,167,72,184,0,0,0,0,0,0,0,0,0.406430821,0.336719944,0.287943061,0.455156505,0,115401.6399,college,0
108287.6055,13757.59,279,154,259,0,0,0,0,0,0,0,0,0.609640371,0.634516436,0.462412027,0.634267899,1,174725.9679,college,0
146255.7701,12746.19352,309,170,265,0,0,0,0,0,1,0,0,0.405770054,0.396055664,0.333061196,0.557403808,1,143096.1263,college,0
113321.897,12167.11801,0,50,0,0,0,0,0,0,0,0,1,0.448767386,0.434795013,0.440577449,0.56919596,0,144707.1769,college,0
102640.4222,11133.14605,376,178,342,0,0,0,0,0,0,0,0,0.296015712,0.22700345,0.309217284,0.249551218,0,169290.3499,college,0
137052.5495,14382.95465,344,159,332,2,1,1,12839.36708,0,0,0,0,0.454134258,0.451031286,0.499591329,0.458504111,0,125758.936,college,0
127666.1454,11730.39114,251,152,242,0,0,0,0,0,0,0,0,0.353316895,0.343677572,0.261299331,0.48882311,0,140402.4973,high_school,0
73224.88955,8344.749839,305,188,364,0,0,0,0,0,0,1,0,0.454096382,0.553653301,0.418648881,0.557698673,0,209284.2619,high_school,0
85462.59337,10129.99623,232,110,278,0,0,0,0,0,0,0,0,0.386347536,0.45047104,0.449519114,,0,144289.1592,college,0
106753.7828,12904.5871,242,128,259,0,0,0,0,3,3,1,0,0.466215968,0.551144383,0.495169135,0.505110133,1,160863.7322,college,0
106006.3897,12649.47147,391,156,368,0,0,0,0,0,0,0,0,0.359778569,0.228153334,0.217098411,0.473687298,0,148280.0586,college,0
76758.32844,8430.425704,89,68,195,0,0,0,0,0,0,0,0,0.357166956,0.463338126,0.39094378,0.362485875,0,122975.1994,college,0
127009.1818,14833.43144,293,144,284,0,0,0,0,0,0,0,0,0.631279591,0.576097415,0.648532918,0.779791043,0,241189.1433,other,0
95742.1536,8821.597409,428,216,362,0,0,0,0,0,0,0,0,0.435831216,0.473919384,0.449647013,0.546470138,0,151427.681,high_school,0
115267.3375,16495.08403,140,72,108,0,0,0,0,0,0,0,0,0.498091386,0.404670368,0.440355133,0.428320334,0,,college,0
101125.0228,17690.1323,287,125,365,0,0,0,0,0,0,1,0,0.373881818,0.362839904,0.320151941,0.552938134,1,142181.0389,high_school,0
81507.82968,14313.46106,272,106,208,1,0,1,1663.360049,1,3,0,0,0.591086357,0.589570612,0.475777207,0.598207998,0,185785.9013,graduate,1
62175.04591,5765.764893,237,121,278,0,0,0,0,3,4,1,1,0.542125461,0.592455714,0.389219674,0.602247834,1,170151.5446,college,0
118965.1787,11678.82677,294,159,266,0,0,0,0,4,7,0,0,0.56859969,0.454847197,0.539010138,0.6288077,0,144906.5603,high_school,0
121405.1134,14361.65816,200,178,231,1,0,0,0,2,4,0,0,0.566662768,0.673523957,0.420127173,0.55928978,0,,college,0
89286.34127,6823.24476,253,145,258,0,0,0,0,1,2,0,0,0.529793226,0.425659355,0.409232173,0.595256027,0,202837.7543,high_school,1
96606.47404,9562.399621,248,92,274,0,0,0,0,0,0,1,0,0.545593583,0.603697209,0.640818988,0.588074263,0,184537.4974,high_school,0
89985.61451,9519.789577,391,171,352,1,0,0,27.2705232,0,0,1,0,0.497688407,0.486617424,0.507172509,0.481044953,0,187911.6048,high_school,0
155781.5227,17530.47922,286,124,268,0,0,0,0,3,4,0,0,0.359312998,0.399983982,0.476433528,0.422837928,0,152934.5297,high_school,1
106672.395,17083.62604,230,129,290,0,0,0,0,0,0,0,1,0.440230518,0.368579874,0.329645938,0.53956519,0,196449.4308,college,0
133714.6829,14212.34754,344,219,303,1,0,0,1433.558489,0,0,1,0,0.736471294,0.669810624,0.610187293,0.693898924,0,190687.6553,college,0
73241.01694,9431.256389,385,169,307,3,2,1,14075.76719,1,3,0,0,0.502613547,0.653347986,0.590314706,0.510672515,0,151905.6428,high_school,1
110231.3314,10692.8455,178,100,229,0,0,0,0,1,2,0,1,0.776219653,0.732839684,0.598920397,0.801209621,0,199540.5881,graduate,0
108307.1999,13916.19365,176,79,230,0,0,0,0,0,0,0,0,0.71825579,0.695951496,0.691030641,0.743393779,0,225135.5482,college,0
140373.0439,14512.30707,239,134,280,0,0,0,0,0,0,0,1,0.498223242,0.584731562,0.475646197,0.556045657,0,131994.8088,college,0
100116.7264,10322.40669,310,151,298,0,0,0,0,0,0,0,0,0.52868669,0.403801387,0.300285271,0.547479276,0,,college,0
84553.08579,14270.6061,247,115,256,0,0,0,0,0,0,1,0,0.571749346,0.490700199,0.550964409,0.629841011,1,195587.0285,high_school,0
120288.4186,10449.94387,287,187,279,0,0,0,0,0,0,0,0,0.352623751,0.318138364,0.199128465,0.504509833,0,225517.3297,college,0
103247.2658,14005.22173,326,138,292,0,0,0,0,0,0,0,0,0.284756178,0.273595267,0.201606309,,0,169610.1381,college,0
110481.34,15925.60659,258,139,297,0,0,0,0,0,0,0,0,0.28881967,0.414047148,0.260727203,0.408174267,0,234228.5402,high_school,0
116902.741,14045.51391,326,187,269,0,0,0,0,0,0,1,0,0.438430013,0.381298701,0.516339776,0.428473175,1,173492.435,college,0
97536.39711,6638.426194,240,182,207,0,0,0,0,0,0,0,0,0.372983032,0.459126971,0.436351656,0.472751916,0,195737.2316,college,0
74329.32471,5035.645947,133,91,230,0,0,0,0,0,0,1,0,0.627729671,0.557829765,0.670693292,0.697032402,0,207662.3555,high_school,1
122954.0211,9970.093797,313,154,321,0,0,0,0,0,0,0,0,0.347840898,0.39761638,0.361492995,0.444794622,1,170200.9245,college,0
110558.2959,10584.15153,224,164,254,0,0,0,0,2,2,1,0,0.229615354,0.330660687,0.157599523,0.327170572,0,154247.3145,high_school,0
93715.61237,12801.30636,229,141,233,0,0,0,0,0,1,1,1,0.632681244,0.608100135,0.507541797,0.640663952,0,188251.2627,high_school,0
129558.3379,11990.91506,283,120,255,0,0,0,0,2,4,0,0,0.524647533,0.474798912,0.582547801,0.489397943,0,230917.4336,college,0
114781.0477,15606.45072,304,174,358,0,0,0,0,1,1,0,0,0.454904579,0.548478557,0.428870582,,1,,high_school,0
